tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount,total_amount,payment_type
2025-01-15 08:48:46,2025-01-15 08:53:22,1,1.34,5.93,0.0,0.0,8.93,5
2025-01-15 16:16:38,2025-01-15 16:30:34,2,2.32,11.9,0.0,0.0,14.4,2
2025-01-15 23:13:17,2025-01-15 23:30:30,2,2.61,13.36,0.0,0.0,13.86,1
2025-01-15 19:45:37,2025-01-15 20:16:41,3,6.28,28.6,1.09,0.0,30.69,1
2025-01-15 15:56:05,2025-01-15 16:01:58,1,1.56,8.98,1.23,0.0,10.71,1
2025-01-15 13:57:40,2025-01-15 14:18:56,1,4.17,21.88,0.85,0.0,27.23,1
2025-01-15 07:45:30,2025-01-15 08:18:25,1,2.44,21.01,0.0,0.0,21.51,2
2025-01-15 12:30:11,2025-01-15 13:04:44,1,5.64,29.12,0.0,6.94,37.56,2
2025-01-15 08:09:49,2025-01-15 08:31:52,2,2.26,17.22,2.79,0.0,21.01,1
2025-01-15 06:56:58,2025-01-15 07:28:55,1,6.24,29.34,0.0,0.0,30.34,2
2025-01-15 14:38:27,2025-01-15 15:12:25,3,7.81,32.72,0.0,0.0,35.72,2
2025-01-15 20:49:26,2025-01-15 21:07:13,1,2.56,13.1,0.66,0.0,14.26,1
2025-01-15 13:36:20,2025-01-15 14:21:00,5,9.75,40.69,0.0,0.0,43.19,2
2025-01-15 18:08:43,2025-01-15 18:37:46,1,3.46,21.33,2.98,0.0,25.81,1
2025-01-15 18:25:07,2025-01-15 18:32:24,2,1.22,9.0,1.46,0.0,11.96,1
2025-01-15 07:40:49,2025-01-15 07:59:11,1,3.09,17.92,0.0,0.0,18.92,2
2025-01-15 07:00:26,2025-01-15 07:14:58,1,1.12,10.21,0.34,0.0,11.55,1
2025-01-15 01:46:38,2025-01-15 02:23:32,4,8.61,36.98,3.16,8.25,50.89,1
2025-01-15 09:48:14,2025-01-15 09:54:50,1,0.7,7.04,1.08,0.0,11.12,1
2025-01-15 17:36:46,2025-01-15 17:55:35,4,2.05,15.05,0.77,0.0,17.32,1
2025-01-15 17:54:08,2025-01-15 18:06:35,2,1.95,13.16,0.0,0.0,14.66,2
2025-01-15 11:47:39,2025-01-15 11:52:57,1,1.42,8.91,0.51,0.0,10.42,1
2025-01-15 15:16:39,2025-01-15 15:32:42,1,3.75,18.55,2.69,0.0,21.74,1
2025-01-15 16:45:41,2025-01-15 17:15:48,10,2.46,20.74,0.0,12.5,37.74,2
2025-01-15 10:45:05,2025-01-15 10:49:21,1,0.8,7.74,0.0,0.0,10.24,1
2025-01-15 14:57:02,2025-01-15 15:20:40,1,1.42,14.27,0.5,0.0,16.27,1
2025-01-15 03:07:51,2025-01-15 03:45:27,3,7.0,34.19,2.32,0.0,39.51,1
2025-01-15 14:29:24,2025-01-15 14:41:44,1,2.34,11.91,0.0,0.0,14.41,2
2025-01-15 03:32:28,2025-01-15 04:03:21,1,2.96,22.87,2.96,0.0,28.33,1
2025-01-15 08:36:19,2025-01-15 08:47:33,1,1.68,9.93,0.97,0.0,11.9,1
2025-01-15 08:24:27,2025-01-15 08:41:48,5,4.97,21.91,0.19,0.0,24.6,1
2025-01-15 20:44:16,2025-01-15 20:54:23,1,2.14,11.02,0.77,6.94,20.23,1
,2025-01-15 06:47:30,1,4.71,22.1,0.0,6.94,31.54,1
2025-01-15 09:15:05,2025-01-15 09:38:08,2,2.51,17.41,1.11,0.0,21.02,1
2025-01-15 10:07:04,2025-01-15 10:16:42,1,1.15,11.67,2.5,0.0,16.67,1
2025-01-15 10:15:39,2025-01-15 10:30:57,2,2.44,15.62,1.45,12.5,30.07,1
2025-01-15 07:30:50,2025-01-15 07:47:41,1,1.84,12.75,0.0,0.0,13.75,2
2025-01-15 08:07:14,2025-01-15 09:12:23,1,5.98,39.43,3.4,12.5,56.33,1
2025-01-15 21:52:03,2025-01-15 21:57:27,2,0.01,4.53,0.0,0.0,5.53,4
2025-01-15 08:01:36,,1,2.01,12.81,1.84,0.0,14.65,1
2025-01-15 16:42:48,2025-01-15 17:03:49,1,3.64,20.38,0.0,0.0,20.88,2
2025-01-15 20:47:07,2025-01-15 21:05:14,1,3.16,15.92,0.68,0.0,19.6,1
2025-01-15 11:14:04,2025-01-15 11:21:40,1,1.01,9.17,0.87,12.5,25.04,1
2025-01-15 14:03:37,2025-01-15 14:21:24,2,2.51,13.91,0.43,0.0,16.84,1
2025-01-15 22:49:50,2025-01-15 23:00:10,2,2.1,13.05,0.52,0.0,15.07,1
2025-01-15 12:00:27,2025-01-15 12:08:33,1,2.28,11.63,0.0,0.0,14.63,2
2025-01-15 00:50:56,2025-01-15 00:53:38,3,0.53,5.47,0.1,12.5,20.57,1
2025-01-15 13:26:56,2025-01-15 13:45:04,1,4.94,23.14,1.49,0.0,27.63,1
2025-01-15 07:15:59,2025-01-15 07:45:20,1,5.81,25.92,0.0,0.0,26.42,5
2025-01-15 22:47:49,2025-01-15 22:58:26,5,3.3,14.42,2.05,8.25,25.22,1
2025-01-15 19:37:43,2025-01-15 20:01:26,2,1.91,14.68,0.0,0.0,17.18,2
2025-01-15 00:04:03,2025-01-15 00:11:18,1,0.74,6.32,0.0,0.0,7.82,2
2025-01-15 18:53:46,2025-01-15 19:12:02,1,2.89,15.18,2.98,0.0,19.66,1
2025-01-15 08:14:09,2025-01-15 08:27:14,1,1.81,12.61,0.0,0.0,13.11,5
2025-01-15 18:45:27,2025-01-15 18:56:41,1,2.93,13.24,0.0,0.0,13.74,1
2025-01-15 18:28:45,2025-01-15 18:34:35,3,1.09,4.81,0.06,0.0,7.37,1
2025-01-15 09:53:40,2025-01-15 10:02:54,1,3.14,12.28,0.0,6.94,20.72,2
2025-01-15 10:06:08,2025-01-15 10:11:56,1,1.76,9.57,1.71,0.0,12.78,1
2025-01-15 12:54:49,2025-01-15 13:38:50,1,7.81,36.83,0.0,0.0,37.83,1
2025-01-15 18:29:09,2025-01-15 18:42:18,3,3.02,15.55,0.0,0.0,17.05,2
2025-01-15 13:41:22,2025-01-15 14:00:47,4,5.66,22.26,2.77,0.0,26.53,1
2025-01-15 18:30:17,2025-01-15 18:32:27,1,0.38,6.76,0.29,0.0,10.05,1
2025-01-15 07:56:20,2025-01-15 08:03:28,1,1.5,10.22,0.0,0.0,11.72,2
2025-01-15 17:29:28,2025-01-15 17:44:19,1,1.53,10.11,0.0,0.0,12.61,4
2025-01-15 16:56:22,2025-01-15 17:19:30,2,1.28,14.69,0.0,0.0,15.69,2
2025-01-15 22:16:52,2025-01-15 22:18:38,1,0.09,5.04,0.31,0.0,5.85,1
2025-01-15 13:04:26,2025-01-15 13:10:18,1,1.63,7.64,0.75,0.0,8.39,1
2025-01-15 07:58:51,2025-01-15 08:16:21,3,2.59,16.05,0.95,0.0,18.5,1
2025-01-15 20:01:50,2025-01-15 20:03:31,1,0.79,5.05,0.9,0.0,6.45,1
2025-01-15 12:54:52,2025-01-15 14:15:32,1,25.28,90.47,5.03,0.0,96.5,1
2025-01-15 06:11:48,2025-01-15 06:19:21,3,2.52,10.53,0.0,0.0,12.03,2
2025-01-15 12:50:26,2025-01-15 13:14:19,4,3.97,21.42,3.13,6.94,35.99,1
2025-01-15 10:01:36,2025-01-15 09:46:54,1,2.09,9.26,0.68,0.0,10.44,1
2025-01-15 21:37:44,2025-01-15 21:48:00,1,1.85,9.07,0.0,0.0,9.07,2
2025-01-15 19:03:25,2025-01-15 19:11:07,1,1.48,7.85,0.6,0.0,12.95,1
2025-01-15 03:31:26,2025-01-15 03:42:03,1,1.58,11.77,1.04,0.0,13.31,1
2025-01-15 17:52:08,2025-01-15 18:01:13,1,1.38,10.25,0.0,0.0,11.25,2
2025-01-15 16:30:41,2025-01-15 16:34:28,3,1.56,8.64,0.94,0.0,10.58,1
2025-01-15 19:08:15,2025-01-15 19:18:17,2,1.78,10.3,1.0,0.0,12.3,1
2025-01-15 16:30:34,2025-01-15 16:36:33,1,0.73,8.81,0.0,0.0,11.31,3
2025-01-15 18:55:17,2025-01-15 19:12:55,5,4.19,21.42,2.22,0.0,25.14,1
2025-01-15 08:07:26,2025-01-15 08:14:37,2,1.32,10.17,2.43,0.0,13.1,1
2025-01-15 14:45:47,2025-01-15 14:52:04,2,0.95,8.89,0.0,0.0,10.39,1
2025-01-15 09:45:10,2025-01-15 09:45:50,1,1.47,7.44,0.79,0.0,11.23,1
2025-01-15 19:47:18,2025-01-15 20:03:11,1,2.83,17.19,0.0,0.0,18.69,2
2025-01-15 08:27:31,2025-01-15 08:34:14,2,0.46,4.92,0.0,0.0,7.42,2
2025-01-15 07:57:24,2025-01-15 08:13:15,1,3.65,18.7,2.15,0.0,23.35,1
2025-01-15 11:30:29,2025-01-15 11:42:23,1,1.07,12.32,0.0,0.0,15.32,2
2025-01-15 17:48:56,2025-01-15 17:54:27,1,1.75,7.41,0.28,0.0,8.19,1
,2025-01-15 19:37:43,4,2.18,12.83,0.0,0.0,13.33,2
2025-01-15 16:45:30,2025-01-15 16:45:42,1,0.04,4.63,0.25,0.0,9.38,1
2025-01-15 07:07:30,2025-01-15 07:30:23,6,5.34,25.26,4.37,0.0,30.63,1
2025-01-15 10:14:07,2025-01-15 10:48:50,1,7.0,33.05,4.38,0.0,37.93,1
2025-01-15 07:31:12,2025-01-15 08:18:00,1,7.79,38.2,5.78,0.0,45.48,1
2025-01-15 20:30:43,2025-01-15 20:39:55,1,2.13,10.49,0.0,0.0,10.99,2
2025-01-15 09:13:33,2025-01-15 09:13:45,1,0.72,3.86,0.0,0.0,4.36,2
2025-01-15 16:30:03,2025-01-15 17:23:36,3,10.61,45.23,3.0,0.0,48.73,1
2025-01-15 18:54:10,2025-01-15 19:36:13,1,10.25,42.09,3.57,0.0,48.16,1
2025-01-15 17:48:58,2025-01-15 18:09:35,1,2.66,17.33,0.89,0.0,20.72,1
2025-01-15 12:24:05,2025-01-15 13:25:09,1,4.84,35.4,1.5,0.0,39.4,1
2025-01-15 19:08:20,2025-01-15 19:25:08,1,2.69,15.7,0.0,0.0,16.7,2
2025-01-15 17:14:53,2025-01-15 17:36:35,1,3.06,19.78,0.0,0.0,22.28,2
2025-01-15 03:14:38,2025-01-15 03:38:39,3,5.5,26.07,0.0,0.0,26.57,2
2025-01-15 10:30:17,2025-01-15 10:42:07,2,4.08,15.49,0.5,0.0,17.49,1
2025-01-15 20:59:54,2025-01-15 21:09:54,1,1.58,10.58,0.15,0.0,13.73,1
2025-01-15 10:30:37,2025-01-15 10:48:13,3,1.18,14.29,0.0,0.0,16.79,2
2025-01-15 16:43:12,2025-01-15 16:58:10,1,3.38,16.73,0.0,0.0,17.73,2
2025-01-15 11:13:05,2025-01-15 11:21:37,2,2.05,12.11,0.0,0.0,14.61,5
2025-01-15 16:43:44,2025-01-15 16:55:06,3,2.16,10.64,0.42,0.0,15.56,1
2025-01-15 14:45:54,2025-01-15 15:00:36,3,3.24,17.39,1.34,0.0,19.23,1
2025-01-15 20:45:46,2025-01-15 21:22:11,1,5.35,27.71,1.2,0.0,30.41,1
2025-01-15 19:35:48,2025-01-15 20:02:10,2,6.7,28.59,0.0,0.0,30.09,2
2025-01-15 08:22:41,2025-01-15 08:44:22,2,1.96,16.21,0.0,0.0,19.21,3
2025-01-15 08:08:59,2025-01-15 08:38:07,1,4.63,24.0,0.0,0.0,25.0,2
2025-01-15 04:45:04,2025-01-15 05:00:24,1,2.58,16.0,0.59,0.0,18.09,1
2025-01-15 13:18:07,2025-01-15 13:29:07,3,2.64,12.85,1.34,0.0,15.69,1
2025-01-15 04:08:18,2025-01-15 04:56:11,2,9.08,39.77,1.91,0.0,42.18,1
2025-01-15 07:52:31,2025-01-15 08:03:18,1,2.35,10.81,1.52,0.0,12.83,1
2025-01-15 07:54:35,2025-01-15 08:06:54,1,3.35,15.43,0.0,0.0,17.93,1
2025-01-15 23:13:32,2025-01-15 23:01:58,1,1.27,8.18,0.7,0.0,10.38,1
2025-01-15 20:02:39,2025-01-15 20:17:01,1,2.93,14.12,0.77,0.0,19.39,1
2025-01-15 13:34:10,2025-01-15 13:46:20,1,2.7,14.86,1.43,12.5,31.29,1
2025-01-15 14:14:48,2025-01-15 14:20:35,1,1.0,9.8,0.0,0.0,12.8,2
2025-01-15 22:21:11,2025-01-15 22:31:38,3,1.99,13.13,0.0,6.94,21.57,2
2025-01-15 07:50:45,2025-01-15 08:29:09,1,10.09,39.42,0.0,0.0,40.42,2
2025-01-15 18:33:33,2025-01-15 19:00:49,2,1.6,19.09,3.03,0.0,24.62,1
2025-01-15 00:30:39,2025-01-15 00:38:23,1,1.37,9.05,0.7,0.0,10.75,1
2025-01-15 17:44:39,2025-01-15 17:56:13,4,1.36,9.91,0.24,0.0,12.65,1
2025-01-15 19:29:33,2025-01-15 19:30:05,1,1.69,6.15,0.31,0.0,7.96,1
2025-01-15 22:41:30,2025-01-15 22:42:42,0,1.35,8.46,0.55,0.0,9.01,1
2025-01-15 16:10:55,2025-01-15 16:27:03,1,1.47,11.35,0.0,0.0,11.85,2
2025-01-15 21:52:13,2025-01-15 22:02:22,1,1.01,9.0,1.03,6.94,18.47,1
2025-01-15 19:53:36,2025-01-15 20:11:12,1,1.46,13.16,0.4,0.0,14.56,1
2025-01-15 12:37:07,2025-01-15 12:38:43,2,,4.08,0.0,0.0,8.58,2
2025-01-15 23:14:10,2025-01-15 23:27:24,1,2.25,12.89,1.02,0.0,14.91,1
2025-01-15 13:31:11,2025-01-15 13:50:36,2,2.06,13.78,0.0,0.0,15.28,2
2025-01-15 13:39:51,2025-01-15 13:40:03,2,1.26,6.47,0.51,0.0,8.48,1
2025-01-15 18:41:11,2025-01-15 18:44:39,1,0.8,5.65,0.39,0.0,6.04,1
2025-01-15 12:35:29,2025-01-15 12:46:55,2,2.35,12.79,0.38,0.0,13.67,1
2025-01-15 20:28:40,2025-01-15 20:46:09,1,3.19,15.6,1.89,0.0,21.99,1
2025-01-15 18:10:17,2025-01-15 18:34:42,1,1.65,14.06,0.89,0.0,15.95,1
2025-01-15 10:22:52,2025-01-15 10:28:38,3,0.41,5.77,0.98,0.0,9.75,1
2025-01-15 22:49:02,2025-01-15 22:55:18,3,0.67,8.58,0.51,0.0,10.09,1
2025-01-15 16:23:40,2025-01-15 16:38:57,1,2.41,13.31,0.0,0.0,13.81,2
2025-01-15 09:40:56,2025-01-15 10:03:39,3,4.21,19.2,0.0,0.0,21.7,6
2025-01-15 21:18:07,2025-01-15 21:25:50,1,2.13,11.55,0.3,0.0,14.35,1
2025-01-15 11:29:09,2025-01-15 11:43:31,1,4.57,17.75,0.32,0.0,19.07,1
2025-01-15 12:20:42,2025-01-15 12:24:22,1,1.34,8.16,0.0,6.94,16.6,1
2025-01-15 10:47:14,2025-01-15 10:50:05,2,0.82,7.44,0.42,0.0,10.86,1
2025-01-15 03:04:45,2025-01-15 03:33:08,1,4.83,25.48,0.72,12.5,39.7,1
2025-01-15 12:45:39,2025-01-15 12:56:11,1,3.4,13.22,0.0,0.0,13.72,2
2025-01-15 07:54:07,2025-01-15 07:58:42,1,1.93,12.62,0.0,0.0,14.12,2
2025-01-15 12:21:09,2025-01-15 12:32:53,1,1.93,11.24,1.54,8.25,22.53,1
2025-01-15 08:39:19,2025-01-15 08:50:17,1,2.75,13.43,0.0,0.0,14.93,1
2025-01-15 15:19:00,2025-01-15 15:35:56,5,2.07,12.19,0.64,0.0,15.33,1
2025-01-15 13:42:39,2025-01-15 13:53:26,1,1.76,10.47,0.0,0.0,11.47,2
2025-01-15 16:25:47,2025-01-15 16:44:11,2,2.31,15.97,0.0,6.94,23.41,1
2025-01-15 17:52:24,2025-01-15 18:05:55,1,1.95,11.0,0.0,0.0,13.5,2
2025-01-15 14:47:04,2025-01-15 15:03:22,3,3.4,16.87,1.96,8.25,29.58,1
2025-01-15 15:33:23,2025-01-15 15:54:49,1,5.88,23.76,2.07,0.0,26.33,1
2025-01-15 15:01:18,2025-01-15 15:12:43,1,3.07,14.55,1.17,0.0,16.22,1
2025-01-15 22:53:05,2025-01-15 23:05:56,4,1.15,8.58,1.68,6.94,20.2,1
2025-01-15 20:08:41,2025-01-15 20:21:45,1,2.52,12.84,0.0,12.5,26.34,2
2025-01-15 17:29:43,2025-01-15 17:53:40,2,3.4,17.51,0.0,0.0,18.51,5
2025-01-15 10:47:58,2025-01-15 10:53:03,2,1.26,9.02,0.28,6.94,19.24,1
2025-01-15 20:12:05,2025-01-15 20:31:04,1,5.58,21.99,0.0,0.0,24.99,2
2025-01-15 09:51:12,2025-01-15 10:05:13,1,1.5,10.51,0.0,6.94,17.95,6
2025-01-15 12:38:19,2025-01-15 12:45:25,1,1.58,9.26,0.51,0.0,12.77,1
2025-01-15 19:45:56,2025-01-15 20:30:26,2,9.73,42.34,4.83,0.0,51.67,1
2025-01-15 12:00:07,2025-01-15 12:30:05,1,8.13,32.64,1.24,6.94,42.32,1
2025-01-15 09:59:16,2025-01-15 10:13:47,1,3.18,17.04,0.62,0.0,18.16,1
2025-01-15 06:25:48,2025-01-15 06:31:15,1,0.82,7.73,0.12,0.0,8.85,1
2025-01-15 13:30:32,2025-01-15 14:10:33,3,8.37,36.13,3.02,0.0,40.65,1
2025-01-15 18:45:11,2025-01-15 19:04:52,2,3.28,17.93,1.31,0.0,20.74,1
2025-01-15 19:50:50,2025-01-15 19:57:19,1,0.41,6.89,1.3,6.94,16.13,1
2025-01-15 09:17:01,2025-01-15 09:20:54,3,0.56,5.3,0.73,6.94,12.97,1
2025-01-15 07:48:33,2025-01-15 08:20:54,1,7.42,32.23,0.0,0.0,32.23,0
2025-01-15 19:06:10,2025-01-15 19:18:28,1,2.67,13.26,0.61,0.0,14.87,1
2025-01-15 12:46:10,2025-01-15 13:01:33,3,4.06,18.82,0.7,0.0,20.52,1
2025-01-15 08:24:13,2025-01-15 08:34:22,3,1.04,10.3,2.24,0.0,13.04,1
2025-01-15 07:45:15,2025-01-15 07:50:47,3,1.8,9.76,0.0,0.0,11.26,2
2025-01-15 06:36:02,2025-01-15 09:38:59,1,27.24,132.39,0.0,0.0,133.89,2
2025-01-15 18:14:59,2025-01-15 18:26:44,2,1.22,9.85,1.01,0.0,12.36,1
2025-01-15 09:47:23,2025-01-15 10:01:39,1,2.31,13.48,2.28,0.0,18.26,1
2025-01-15 23:56:03,2025-01-15 23:59:59,1,1.27,9.47,1.44,0.0,10.91,1
2025-01-15 23:08:48,2025-01-15 23:27:32,1,4.11,18.93,0.0,0.0,19.43,1
2025-01-15 10:50:34,2025-01-15 10:59:17,5,2.27,12.84,0.0,0.0,13.84,2
2025-01-15 12:50:05,2025-01-15 12:59:54,1,1.54,10.1,0.58,0.0,15.18,1
2025-01-15 14:58:49,2025-01-15 15:09:22,5,2.39,14.24,0.0,0.0,15.24,1
2025-01-15 16:05:27,2025-01-15 16:12:05,3,0.79,7.32,1.16,0.0,9.98,1
2025-01-15 15:35:41,2025-01-15 15:48:35,1,2.23,13.84,0.56,0.0,16.9,1
2025-01-15 18:28:55,2025-01-15 18:59:10,1,3.69,25.18,2.13,12.5,41.31,1
2025-01-15 10:11:09,2025-01-15 10:15:11,1,0.08,3.6,0.32,0.0,5.42,1
2025-01-15 00:57:43,2025-01-15 01:28:26,1,,28.58,3.37,0.0,33.45,1
2025-01-15 14:40:53,2025-01-15 14:52:06,3,3.54,15.41,1.31,0.0,21.22,1
2025-01-15 08:04:42,2025-01-15 08:16:36,3,1.95,11.6,0.76,0.0,13.86,1
2025-01-15 19:02:52,2025-01-15 19:09:02,2,,5.98,0.17,0.0,7.15,1
2025-01-15 06:36:48,2025-01-15 06:50:13,1,2.22,13.29,0.0,0.0,14.79,1
2025-01-15 17:15:49,2025-01-15 17:59:15,1,5.35,29.28,3.41,0.0,33.69,1
2025-01-15 16:01:52,2025-01-15 17:34:47,1,21.25,87.48,5.19,0.0,,1
2025-01-15 21:53:12,2025-01-15 22:04:54,2,2.14,12.73,0.0,6.94,20.17,2
2025-01-15 14:01:18,2025-01-15 14:06:51,1,1.15,8.34,0.84,0.0,11.68,1
2025-01-15 16:00:20,2025-01-15 16:24:55,2,5.6,24.47,5.83,0.0,31.3,1
2025-01-15 11:02:44,2025-01-15 11:15:04,1,1.18,9.94,0.0,0.0,12.44,1
2025-01-15 19:45:38,2025-01-15 20:06:06,1,5.22,24.16,0.0,0.0,25.66,2
2025-01-15 14:02:52,2025-01-15 14:14:48,2,2.1,12.06,0.0,0.0,13.56,1
2025-01-15 05:40:35,2025-01-15 05:53:53,1,2.66,15.23,1.73,0.0,18.46,1
2025-01-15 10:30:22,2025-01-15 10:52:32,1,6.16,23.97,1.01,0.0,27.48,1
2025-01-15 14:11:41,2025-01-15 14:22:04,1,1.41,9.25,1.41,0.0,13.66,1
2025-01-15 14:00:38,2025-01-15 14:07:29,10,1.86,10.7,0.0,0.0,11.2,2
2025-01-15 16:30:46,2025-01-15 16:37:28,1,1.78,9.68,0.0,6.94,17.12,6
2025-01-15 10:43:31,2025-01-15 11:01:19,1,2.33,16.64,0.0,0.0,19.14,0
2025-01-15 17:38:21,2025-01-15 17:58:37,1,3.15,18.24,2.12,0.0,24.86,1
2025-01-15 11:20:20,2025-01-15 11:45:32,1,2.13,16.65,0.71,0.0,17.86,1
2025-01-15 05:59:38,2025-01-15 06:11:15,1,2.77,14.32,0.0,8.25,25.07,1
2025-01-15 11:44:54,2025-01-15 11:55:30,2,4.0,15.89,0.0,0.0,16.39,2
2025-01-15 08:53:12,2025-01-15 09:03:14,1,1.26,10.73,3.16,0.0,15.39,1
2025-01-15 06:04:50,2025-01-15 06:09:01,1,1.26,6.32,0.14,0.0,7.46,1
2025-01-15 08:30:50,2025-01-15 08:48:38,1,2.42,17.24,0.85,0.0,19.09,1
2025-01-15 18:37:36,2025-01-15 19:24:14,4,3.99,30.5,0.0,6.94,40.44,1
2025-01-15 17:44:36,2025-01-15 17:58:03,2,2.4,14.13,0.0,0.0,15.63,4
2025-01-15 10:25:24,2025-01-15 10:28:51,1,1.35,8.72,0.74,0.0,9.96,1
2025-01-15 13:43:53,2025-01-15 13:51:28,1,,7.27,0.0,0.0,9.77,2
2025-01-15 22:23:41,2025-01-15 22:28:47,1,0.96,7.93,0.0,0.0,8.93,2
2025-01-15 17:01:20,2025-01-15 17:16:57,1,3.14,14.11,0.0,0.0,15.11,1
2025-01-15 09:15:57,2025-01-15 10:12:14,1,6.55,37.95,3.79,0.0,41.74,1
2025-01-15 15:35:15,2025-01-15 15:36:32,3,1.17,5.94,0.56,0.0,6.5,1
2025-01-15 01:09:14,2025-01-15 01:22:21,1,3.39,15.89,0.0,0.0,16.89,2
2025-01-15 03:56:10,2025-01-15 04:29:34,1,8.91,38.19,0.0,0.0,38.69,2
2025-01-15 17:53:44,2025-01-15 18:07:27,1,3.17,15.2,0.0,0.0,19.7,2
2025-01-15 17:40:38,2025-01-15 18:06:50,1,3.27,19.64,1.82,0.0,22.96,1
2025-01-15 12:20:23,2025-01-15 12:23:35,1,0.81,5.06,0.43,0.0,5.99,1
2025-01-15 16:04:17,2025-01-15 16:36:41,2,4.84,24.88,0.45,0.0,26.33,1
2025-01-15 06:00:11,2025-01-15 06:18:14,2,2.52,15.05,0.0,0.0,17.55,1
2025-01-15 11:12:14,2025-01-15 11:23:58,1,2.34,15.15,0.0,0.0,16.15,2
2025-01-15 16:41:11,2025-01-15 16:59:29,1,4.59,20.07,0.85,0.0,21.42,1
2025-01-15 22:54:24,2025-01-15 23:14:21,1,5.32,21.26,0.8,0.0,22.56,1
2025-01-15 23:45:54,2025-01-15 23:59:59,1,9.69,37.08,3.9,0.0,43.98,1
2025-01-15 11:52:01,2025-01-15 12:22:59,6,9.15,34.06,2.52,0.0,37.08,1
2025-01-15 18:05:25,2025-01-15 18:13:21,1,1.64,11.36,1.19,0.0,14.05,1
2025-01-15 17:15:46,2025-01-15 17:17:39,1,1.66,6.41,0.0,0.0,9.41,2
2025-01-15 18:27:25,2025-01-15 18:40:05,1,0.98,10.74,0.0,0.0,15.24,2
2025-01-15 11:45:08,2025-01-15 11:58:05,1,2.32,14.57,2.21,0.0,16.78,1
2025-01-15 12:18:14,2025-01-15 12:30:23,1,1.77,9.83,0.0,0.0,11.33,2
2025-01-15 18:01:54,2025-01-15 18:12:33,1,2.2,12.05,0.0,0.0,15.05,2
2025-01-15 19:07:57,2025-01-15 20:08:40,4,9.53,46.84,0.0,0.0,48.34,2
2025-01-15 13:29:45,2025-01-15 13:45:05,2,4.02,18.91,2.67,0.0,22.08,1
2025-01-15 19:28:57,2025-01-15 19:44:54,1,2.55,13.04,0.0,0.0,13.04,2
2025-01-15 21:00:39,2025-01-15 21:09:37,3,2.65,13.41,1.02,0.0,15.43,1
2025-01-15 15:00:27,2025-01-15 18:11:42,1,46.55,181.82,24.22,0.0,208.54,1
2025-01-15 16:15:04,2025-01-15 16:47:34,1,7.25,33.04,1.7,0.0,35.24,1
2025-01-15 20:32:31,2025-01-15 20:48:08,1,2.2,12.92,0.0,0.0,13.92,2
2025-01-15 08:21:12,2025-01-15 08:32:41,2,1.6,11.17,1.26,6.94,20.87,1
2025-01-15 14:40:56,2025-01-15 15:09:09,1,3.5,21.0,3.28,8.25,33.53,1
2025-01-15 20:16:53,2025-01-15 20:22:40,1,1.3,7.77,0.0,0.0,8.27,2
2025-01-15 07:52:26,2025-01-15 08:27:05,2,9.64,38.5,0.0,0.0,40.0,2
2025-01-15 13:01:32,2025-01-15 13:10:13,2,1.58,11.51,0.37,0.0,14.38,1
2025-01-15 17:31:57,2025-01-15 17:57:22,3,5.95,27.32,0.8,0.0,30.62,1
2025-01-15 17:54:36,2025-01-15 18:02:19,1,1.24,9.84,0.0,0.0,11.34,2
2025-01-15 19:56:47,2025-01-15 20:23:28,1,4.42,21.28,1.08,0.0,24.86,1
2025-01-15 09:43:44,2025-01-15 10:08:35,1,2.84,18.05,0.0,0.0,21.05,2
2025-01-15 13:23:36,2025-01-15 13:31:05,1,1.55,9.02,0.0,0.0,11.52,0
2025-01-15 05:55:43,2025-01-15 06:06:26,1,0.7,9.8,0.44,0.0,10.74,1
2025-01-15 07:06:27,2025-01-15 07:12:53,4,0.36,5.06,0.0,6.94,13.0,2
2025-01-15 13:42:11,2025-01-15 13:54:04,1,2.53,12.42,0.0,0.0,13.92,2
2025-01-15 15:44:19,2025-01-15 15:52:55,1,0.81,8.16,0.0,6.94,19.6,2
2025-01-15 10:57:59,2025-01-15 11:21:50,3,5.65,24.07,0.0,0.0,25.57,2
2025-01-15 17:15:33,2025-01-15 17:30:10,1,2.95,13.84,0.19,0.0,16.53,1
2025-01-15 18:28:39,2025-01-15 18:59:16,2,6.15,26.54,1.35,0.0,30.39,1
2025-01-15 05:41:27,2025-01-15 05:50:43,1,1.27,7.14,1.05,0.0,10.69,1
2025-01-15 12:45:31,2025-01-15 13:05:44,2,3.57,19.58,0.22,0.0,20.3,1
2025-01-15 02:03:15,2025-01-15 02:13:38,1,1.9,8.83,0.23,0.0,9.56,1
2025-01-15 11:23:44,2025-01-15 11:31:59,2,1.01,8.34,0.0,0.0,9.84,2
2025-01-15 06:31:41,2025-01-15 06:50:29,2,3.99,19.51,0.93,0.0,23.44,1
2025-01-15 10:56:13,2025-01-15 11:07:33,1,1.47,10.92,0.25,0.0,12.67,1
2025-01-15 08:18:42,2025-01-15 08:50:20,1,3.78,24.43,0.0,0.0,26.93,2
2025-01-15 11:16:43,2025-01-15 11:17:20,1,0.9,6.01,0.5,0.0,7.51,1
2025-01-15 08:45:46,2025-01-15 09:12:18,1,5.21,23.29,3.09,0.0,26.38,1
2025-01-15 22:34:52,2025-01-15 22:44:51,1,0.94,7.92,0.0,0.0,9.42,2
